Headlines,Time,Description,cleaned_text,standardized_text,tokens
Cramer: The market may sell off more — buy these stocks on a dip," 9:47  AM ET Fri,  2 Aug 2019","Keep your head down. Raise some cash from stocks that made big gains. And get ready to do some buying after the markets adjust, Jim Cramer says.",cramer the market may sell off more buy these stocks on a dip,cramer the market may sell off more buy these stocks on a dip,"['cramer', 'market', 'sell', 'buy', 'stocks', 'dip']"
Cramer's lightning round: Hold on to Chipotle — It has no China worries," 7:38  PM ET Thu,  1 Aug 2019",Jim Cramer takes calls and delivers his thoughts about callers' favorite stock picks of the day.,cramers lightning round hold on to chipotle it has no china worries,cramers lightning round hold on to chipotle it has no china worries,"['cramers', 'lightning', 'round', 'hold', 'chipotle', 'china', 'worries']"
Cell tower CEO explains how the 5G rush 'lengthens and strengthens' our growth rate," 7:13  PM ET Thu,  1 Aug 2019","""It's going to be a wholesale transition from a 4G technology to a fifth-generation technology,"" Jim Taiclet says.",cell tower ceo explains how the g rush lengthens and strengthens our growth rate,cell tower ceo explains how the g rush lengthens and strengthens our growth rate,"['cell', 'tower', 'ceo', 'explains', 'g', 'rush', 'lengthens', 'strengthens', 'growth', 'rate']"
Cramer: New tariffs and forecast cuts are coming — Here's how to play it," 7:12  PM ET Thu,  1 Aug 2019","""We're now back in a world where international companies will be forced to cut their forecasts,"" Jim Cramer says",cramer new tariffs and forecast cuts are coming heres how to play it,cramer new tariffs and forecast cuts are coming heres how to play it,"['cramer', 'new', 'tariffs', 'forecast', 'cuts', 'coming', 'heres', 'play']"
"Fed rate cut, trade wars: How to know if you have too much risk in your portfolio","12:04  PM ET Thu,  1 Aug 2019",Recent market highs could have prompted you to take on more equity risk in your portfolio. Here's why you may want to reevaluate your positions now.,fed rate cut trade wars how to know if you have too much risk in your portfolio,fed rate cut trade wars how to know if you have too much risk in your portfolio,"['fed', 'rate', 'cut', 'trade', 'wars', 'know', 'risk', 'portfolio']"
Cramer Remix: The two apparel stocks you need to consider,"11:15  PM ET Wed, 31 July 2019",Jim Cramer evaluates the apparel space and explains why Levi's and Kontoor Brands could be safe investments for your portfolio.,cramer remix the two apparel stocks you need to consider,cramer remix the two apparel stocks you need to consider,"['cramer', 'remix', 'apparel', 'stocks', 'need', 'consider']"
"Apple needs new analysts that know how to cover its services business, Jim Cramer says"," 7:34  PM ET Wed, 31 July 2019","""People keep underestimating Apple's new business model,"" the ""Mad Money"" host says.",apple needs new analysts that know how to cover its services business jim cramer says,apple needs new analysts that know how to cover its services business jim cramer says,"['apple', 'needs', 'new', 'analysts', 'know', 'cover', 'services', 'business', 'jim', 'cramer', 'says']"
"Weed industry scandals show why investors must be 'selective' about their buys, Jim Cramer says"," 8:01  PM ET Wed, 31 July 2019","Stay away from companies that only have vague plans pending regulatory approval that are losing a lot of money, Jim Cramer says.",weed industry scandals show why investors must be selective about their buys jim cramer says,weed industry scandals show why investors must be selective about their buys jim cramer says,"['weed', 'industry', 'scandals', 'investors', 'selective', 'buys', 'jim', 'cramer', 'says']"
Cramer reviews the top July performers on the Dow Jones and S&P 500," 9:04  PM ET Wed, 31 July 2019","""When you get days like today ... look to those July leaders for guidance, and, in some cases, you're going to find some solid buying opportunities,"" Jim Cramer says.",cramer reviews the top july performers on the dow jones and sp ,cramer reviews the top july performers on the dow jones and sp ,"['cramer', 'reviews', 'july', 'performers', 'dow', 'jones', 'sp']"
,,,,,[]
Cramer Remix: Levi's stock is flashing a buy signal," 8:48  PM ET Tue, 30 July 2019",Jim Cramer says the recent pin action in Levi's stock has created a buying opportunity for investors.,cramer remix levis stock is flashing a buy signal,cramer remix levis stock is flashing a buy signal,"['cramer', 'remix', 'levis', 'stock', 'flashing', 'buy', 'signal']"
Cramer explains why investors should be patient before buying agribusiness Corteva," 7:21  PM ET Tue, 30 July 2019","""I hope they will deliver a better-than-feared quarter when it reports on Thursday, but hope should never be part of the equation,"" Jim Cramer says.",cramer explains why investors should be patient before buying agribusiness corteva,cramer explains why investors should be patient before buying agribusiness corteva,"['cramer', 'explains', 'investors', 'patient', 'buying', 'agribusiness', 'corteva']"
"Wall Street should get ready for Trump to slap more tariffs on China, Jim Cramer says"," 7:20  PM ET Tue, 30 July 2019","""Thank heavens [Fed Chair] Jay Powell's got our back, because the president's too busy stabbing his own Treasury Secretary in the back ..."" Jim Cramer says.",wall street should get ready for trump to slap more tariffs on china jim cramer says,wall street should get ready for trump to slap more tariffs on china jim cramer says,"['wall', 'street', 'ready', 'trump', 'slap', 'tariffs', 'china', 'jim', 'cramer', 'says']"
Cramer's lightning round: The reason why Canopy's stock is dragging," 7:21  PM ET Tue, 30 July 2019","It's that time again! ""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",cramers lightning round the reason why canopys stock is dragging,cramers lightning round the reason why canopys stock is dragging,"['cramers', 'lightning', 'round', 'reason', 'canopys', 'stock', 'dragging']"
Cramer Remix: Starbucks' stock is heating up with more room to run," 9:12  PM ET Mon, 29 July 2019",Jim Cramer discusses how tech veteran and CEO Kevin Johnson has helped Starbucks gain room to run.,cramer remix starbucks stock is heating up with more room to run,cramer remix starbucks stock is heating up with more room to run,"['cramer', 'remix', 'starbucks', 'stock', 'heating', 'room', 'run']"
Cramer's lightning round: Red Hat's Jim Whitehurst is 'changing the culture' at IBM," 7:24  PM ET Mon, 29 July 2019",Jim Cramer takes calls and delivers his thoughts about callers' stock picks of the day.,cramers lightning round red hats jim whitehurst is changing the culture at ibm,cramers lightning round red hats jim whitehurst is changing the culture at ibm,"['cramers', 'lightning', 'round', 'red', 'hats', 'jim', 'whitehurst', 'changing', 'culture', 'ibm']"
,,,,,[]
The charts show Amazon's stock can break through record highs: Cramer," 7:30  PM ET Mon, 29 July 2019","After the stock's recent pullback, investors could be getting a rare buying opportunity in Amazon, Jim Cramer explains.",the charts show amazons stock can break through record highs cramer,the charts show amazons stock can break through record highs cramer,"['charts', 'amazons', 'stock', 'break', 'record', 'highs', 'cramer']"
Cramer: Get ready to buy these stocks as the market awaits a rate cut,"11:30  PM ET Mon, 29 July 2019","Your job is to sit tight and find high-quality stocks to stick with for as long as the underlying business stays strong, Jim Cramer says.",cramer get ready to buy these stocks as the market awaits a rate cut,cramer get ready to buy these stocks as the market awaits a rate cut,"['cramer', 'ready', 'buy', 'stocks', 'market', 'awaits', 'rate', 'cut']"
Canadian gold mine CEO: 'Gold blossoms' in a low-interest rate economy," 7:30  PM ET Mon, 29 July 2019","""This year we'll set record gold production ... [and] grow at a steady pace,"" Agnico Eagle Mines CEO Sean Boyd says.",canadian gold mine ceo gold blossoms in a lowinterest rate economy,canadian gold mine ceo gold blossoms in a lowinterest rate economy,"['canadian', 'gold', 'ceo', 'gold', 'blossoms', 'lowinterest', 'rate', 'economy']"
Cramer Remix: The tale of two economies," 7:51  PM ET Thu, 25 July 2019",Jim Cramer breaks down the difference in performance between the manufacturing and consumer economy and what the FED has to do about it.,cramer remix the tale of two economies,cramer remix the tale of two economies,"['cramer', 'remix', 'tale', 'economies']"
Cramer's lightning round: This stock is the No. 1 play on 5G," 7:33  PM ET Thu, 25 July 2019",Jim Cramer takes calls and delivers his thoughts on callers' favorite stock picks of the day in rapid speed.,cramers lightning round this stock is the no play on g,cramers lightning round this stock is the no play on g,"['cramers', 'lightning', 'round', 'stock', 'play', 'g']"
"Invisalign maker falls short in China, but CEO says he's optimistic about summer sales"," 8:02  PM ET Thu, 25 July 2019","""I'm still optimistic about the market in general and what's in front of us from a growth standpoint,"" Hogan says.",invisalign maker falls short in china but ceo says hes optimistic about summer sales,invisalign maker falls short in china but ceo says hes optimistic about summer sales,"['invisalign', 'maker', 'falls', 'short', 'china', 'ceo', 'says', 's', 'optimistic', 'summer', 'sales']"
Cramer: Weakness in the industrial economy could push the Fed to cut rates," 7:43  PM ET Thu, 25 July 2019","""If the president rolls out new tariffs on Chinese imports ... if oil goes down, then one rate cut will not be enough,"" Jim Cramer says.",cramer weakness in the industrial economy could push the fed to cut rates,cramer weakness in the industrial economy could push the fed to cut rates,"['cramer', 'weakness', 'industrial', 'economy', 'push', 'fed', 'cut', 'rates']"
Royal Caribbean is growing in China despite the economic slowdown — here's why," 7:46  PM ET Thu, 25 July 2019","""We're having a record year there. It's much better than last year. It continues to improve,"" Royal Caribbean CEO Richard Fain tells Jim Cramer.",royal caribbean is growing in china despite the economic slowdown heres why,royal caribbean is growing in china despite the economic slowdown heres why,"['royal', 'caribbean', 'growing', 'china', 'despite', 'economic', 'slowdown', 'heres']"
Cramer Remix: This food stock has gone stale," 8:41  PM ET Wed, 24 July 2019",Jim Cramer says investors should stay away from Kraft Heinz because the company doesn't have a sustainable path to growth.,cramer remix this food stock has gone stale,cramer remix this food stock has gone stale,"['cramer', 'remix', 'food', 'stock', 'gone', 'stale']"
Cramer's lightning round: Twilio's stock price is high. It's still a buy," 7:27  PM ET Wed, 24 July 2019",Jim Cramer takes calls and delivers his thoughts about viewers' stock picks of the day.,cramers lightning round twilios stock price is high its still a buy,cramers lightning round twilios stock price is high its still a buy,"['cramers', 'lightning', 'round', 'twilios', 'stock', 'price', 'high', 'buy']"
