Time,Headlines,cleaned_text,standardized_text,tokens
23-May-19,Greybull Capital: rescuer of distressed firms or vulture fund?,may,may,[]
23-May-19,No wonder Jamie’s went bust: Brits have lost their appetite for samey chains,may,may,[]
23-May-19,British Steel enters insolvency after rescue talks with government fail,may,may,[]
23-May-19,Business live  Pound hits lowest level since early January as Brexit crisis rages - as it happened,may,may,[]
23-May-19,"Nils Pratley on finance  


  Does Philip Green think his offer stands a sporting chance?",may,may,[]
23-May-19,Sadness and fear in Scunthorpe after British Steel liquidation,may,may,[]
23-May-19,Pret hopes to open new vegetarian outlets 'at pace' after buying Eat,may,may,[]
23-May-19,EE and Vodafone drop Huawei phones from 5G network launch,may,may,[]
23-May-19,The Guardian view on British Steel’s collapse: productive v predatory capitalism,may,may,[]
23-May-19,British Steel's closure would have 'huge' knock-on effects,may,may,[]
23-May-19,Pound suffers against euro for 13th day in a row amid May turmoil,may,may,[]
23-May-19,Topshop owner Philip Green plans to close 23 stores in Arcadia rescue,may,may,[]
23-May-19,"BT targeting older staff in job cuts, says union",may,may,[]
23-May-19,We’ve had so many reports on inequality – now act,may,may,[]
22-May-19,Brief letters  Open and shut case for model railways,may,may,[]
22-May-19,ITV to offer Love Island contestants more help in wake of deaths,may,may,[]
22-May-19,Cannabis firm buys British beauty brand This Works,may,may,[]
22-May-19,Philip Green offers landlords 20% stake in Arcadia rescue plan,may,may,[]
22-May-19,Cadent handed record £44m penalty after customers left without gas,may,may,[]
22-May-19,Higher energy bills and transport costs drive up UK inflation,may,may,[]
22-May-19,What went wrong at British Steel?,may,may,[]
22-May-19,Body Shop and Aesop owner close to buying Avon in £1.58bn deal,may,may,[]
22-May-19,Marks & Spencer to close another 20 stores as profits plunge,may,may,[]
22-May-19,US 'could blacklist' Chinese surveillance kit firm Hikvision,may,may,[]
22-May-19,BHP warns investors coal could be phased out 'sooner than expected',may,may,[]
22-May-19,The Society interview  Andy Haldane: ‘We have allowed the voluntary sector to wither’,may,may,[]
22-May-19,Toxic America  Internal emails reveal how the chemical lobby fights regulation,may,may,[]
22-May-19,My art was used to sell cars – but I’m fighting back,may,may,[]
22-May-19,San Francisco boasts world's highest salaries amid rising homelessness,may,may,[]
22-May-19,British Steel on verge of collapse as government talks stall,may,may,[]
22-May-19,"Nils Pratley on finance  


  Who are the villains of the British Steel crisis?",may,may,[]
22-May-19,Business live  UK factories hit by falling orders; Jamie Oliver restaurant crisis - as it happened,may,may,[]
22-May-19,Jamie Oliver restaurants that have closed – the full list,may,may,[]
22-May-19,McDonald's investigated over racism and harassment claims in Brazil,may,may,[]
21-May-19,Elon Musk hires man behind 'absolute unit' sheep meme to run Tesla's social media,may,may,[]
21-May-19,Jamie's Italian struggled for relevance as people changed their habits,may,may,[]
21-May-19,'I’m worried sick': Scunthorpe frets over British Steel slump,may,may,[]
21-May-19,"To choose Brexit is to choose to lose, say writers",may,may,[]
21-May-19,Boeing dismissed chance of 'bird strike' that may have caused second 737 Max crash,may,may,[]
21-May-19,Jamie Oliver's empire collapses as 22 UK restaurants close,may,may,[]
21-May-19,Wales is doing it. So why won’t Westminster support the UK steel industry?,may,may,[]
21-May-19,"Boris Johnson not fit to be PM, says Tory minister",may,may,[]
21-May-19,"‘Clean Brexit’ sounds so simple, doesn’t it? Trouble is, it doesn’t exist",may,may,[]
21-May-19,UK manufacturing hit by its worst slump in two and a half years,may,may,[]
21-May-19,"Trump's China trade war risks damaging US economy, says OECD",may,may,[]
21-May-19,"In modern Britain, hunger has become normal. That is an outrage",may,may,[]
21-May-19,US-China trade skirmishes obscure the start of tech cold war,may,may,[]
21-May-19,World’s biggest investor accused of dragging feet on climate crisis,may,may,[]
21-May-19,"'There will be conflict': US has underestimated Huawei, says founder",may,may,[]
21-May-19,Cryptocurrency scams triple in a year – at £27m total cost to victims,may,may,[]
21-May-19,Bank of England warns investment will suffer under no-deal Brexit,may,may,[]
21-May-19,Guardian Opinion cartoon  Brian Adcock on Trump's trade dispute with China – cartoon,may,may,[]
21-May-19,"Nils Pratley on finance  


  Ryanair loses altitude but O'Leary retains his cheek",may,may,[]
21-May-19,Short-term contracts a plague on academia,may,may,[]
20-May-19,Why I’m sitting in a box blocking the entrance to BP’s headquarters,may,may,[]
20-May-19,"Ford to cut 7,000 jobs including more than 500 in UK",may,may,[]
20-May-19,Trump reacts angrily to New York Times report on Deutsche Bank transactions,may,may,[]
20-May-19,Ryanair profits slide due to lower fares and Brexit uncertainty,may,may,[]
20-May-19,"Project Syndicate economists  


  Could the US-China trade row become a global cold war?",may,may,[]
20-May-19,Jaguar Land Rover reports record £3.6bn loss,may,may,[]
20-May-19,Blue Note boss Don Was: 'Jazz can't become synonymous with pop again',may,may,[]
20-May-19,BP headquarters in London blockaded by Greenpeace,may,may,[]
20-May-19,You might not like it but star footballers not unpredictability turn on TV viewers,may,may,[]
20-May-19,London is still the UK’s golden goose – and that needs to change,may,may,[]
20-May-19,Ask the experts: homebuying  Can my brother be my tenant even if my mortgage doesn't allow it?,may,may,[]
20-May-19,Unions lobby investors to press Amazon over UK working conditions,may,may,[]
20-May-19,When Europe gets it right  From bleak to bustling: how one French town solved its high street crisis,may,may,[]
20-May-19,"The G2 interview  Meet Rose Garnett, the mastermind behind Britain’s best movies",may,may,[]
20-May-19,Turkey insists on right to drill for energy reserves off Cyprus,may,may,[]
20-May-19,Royal Mail to launch UK's first parcel postboxes,may,may,[]
20-May-19,UK property register 'needed urgently' to stop money laundering,may,may,[]
20-May-19,UK rail timetables change again as industry reels from annus horribilis,may,may,[]
20-May-19,Deutsche Bank staff saw suspicious Trump and Kushner activity – report,may,may,[]
20-May-19,Ashley seeks support for legal challenge to Debenhams' rescue,may,may,[]
19-May-19,Thomas Cook says it is business as usual after Friday's 40% crash,may,may,[]
19-May-19,Philip Green could close overseas stores as part of Arcadia rescue,may,may,[]
19-May-19,Netflix close to long-term UK studio space deal at Pinewood,may,may,[]
19-May-19,BP pushed for Arctic drilling rights after Trump's election,may,may,[]
19-May-19,"Jeremy Kyle: more TV show guests killed themselves, it emerges",may,may,[]
19-May-19,"Economics viewpoint  


  It will take another crisis for governments to step up to the spending plate",may,may,[]
19-May-19,Is an influencer promoting your business? Sign an agreement – or risk getting burned,may,may,[]
19-May-19,"Business leader  


  Labour’s plans for cheap green energy are no more than electric dreams",may,may,[]
19-May-19,"Observer business agenda  


  M&S must hope Ocado will turn its food problems into trifles",may,may,[]
19-May-19,"William Keegan's in my view  


  Too much has been sacrificed to allow Brexit to destroy Europe’s unity",may,may,[]
19-May-19,The Observer view on Britain’s scandalous wealth inequality,may,may,[]
19-May-19,Leyland leaves past behind to show UK could become more productive,may,may,[]
19-May-19,Deeper problems than Jeremy Kyle are making ITV a turn-off for investors,may,may,[]
19-May-19,ExxonMobil evacuates foreign staff from Iraqi oilfield,may,may,[]
19-May-19,Rail chiefs confident timetable change will not repeat 2018 chaos,may,may,[]
19-May-19,Insurance firm refuses to cover cancelled holiday to Sri Lanka,may,may,[]
19-May-19,'I did the right thing': Richer Sounds boss has no regrets,may,may,[]
19-May-19,Trump cools trade war by lifting North American metal tariffs,may,may,[]
19-May-19,Metro Bank cuts ties with design firm owned by founder's wife,may,may,[]
19-May-19,Thomas Cook shares 'worthless' after Citigroup warning,may,may,[]
17-May-19,EasyJet losses soar as higher costs and drone disruption take toll,may,may,[]
17-May-19,Business live  Pound falls below $1.28 as Brexit talks collapse – as it happened,may,may,[]
17-May-19,How Quorn makes the filling for Greggs' vegan sausage rolls,may,may,[]
17-May-19,Sterling heads for worst week of the year as Brexit talks collapse,may,may,[]
17-May-19,Ocado says 400 jobs are at risk after fire at distribution centre,may,may,[]
17-May-19,Soaring oil prices cast shadow on US ahead of Opec meeting,may,may,[]
17-May-19,Facebook job offers 'shunned by top talent after data scandal',may,may,[]
17-May-19,Experience  Experience: I manage the last Blockbuster in the world,may,may,[]
17-May-19,How you and your government can tackle air pollution,may,may,[]
17-May-19,Boeing completes software update on 737 Max planes,may,may,[]
17-May-19,Amazon invests in food courier service Deliveroo,may,may,[]
17-May-19,"Brexit mess is a 'crushing disaster' for UK business, says CBI chief",may,may,[]
17-May-19,Europa  European companies can't compete against global giants,may,may,[]
17-May-19,Miami airport workers fighting for better conditions face retaliation,may,may,[]
17-May-19,"Cruel and chaotic? No, in the DWP’s fantasy land, universal credit is a huge success",may,may,[]
17-May-19,Fundraising call by Metro Bank raises £375m in three hours,may,may,[]
17-May-19,Sorry We Missed You review – Ken Loach's superb swipe at zero-hours Britain,may,may,[]
17-May-19,Five more US states sue Purdue Pharma over its role in opioid crisis,may,may,[]
17-May-19,Business live  Trade war: China blasts US over Huawei blacklisting – as it happened,may,may,[]
17-May-19,High finance: Mr Nice 'cannabis lifestyle' shop opens in London,may,may,[]
16-May-19,"Metro Bank got there eventually, but this story is not over yet",may,may,[]
16-May-19,British Steel staves off threat of collapse – without state help,may,may,[]
16-May-19,The Guardian view on privatising probation: a disaster ignored,may,may,[]
16-May-19,The Guardian view on Richer Sounds: mutual benefits,may,may,[]
16-May-19,Boohoo refuses to let union talk to workers about representation,may,may,[]
16-May-19,How does Labour plan to pay for its energy nationalisation policy?,may,may,[]
16-May-19,Pret a Manger in talks to gobble up Eat to fuel expansion,may,may,[]
16-May-19,Waitrose eyes rapid expansion of online grocery business,may,may,[]
16-May-19,Why we are troubled by elitist inequality review,may,may,[]
16-May-19,The DRC needs our help to tackle Ebola,may,may,[]
16-May-19,Asos tycoon who lost children in Sri Lanka attacks thanks public,may,may,[]
16-May-19,Burberry to close one in 10 stores worldwide,may,may,[]
16-May-19,BT unveils new logo after years of work – its name in a circle,may,may,[]
16-May-19,Airbus to look at buying Bombardier Belfast plant,may,may,[]
16-May-19,UK banks fined €1bn by EU for rigging foreign exchange market,may,may,[]
16-May-19,How other countries are responding to Trump's Huawei threat,may,may,[]
16-May-19,"Renationalise the grid and watch energy prices rise, warns boss",may,may,[]
16-May-19,BT staff to gain £500 a year in shares handout,may,may,[]
16-May-19,Nearing the endgame: is Hollywood's lust for sequels destroying cinema?,may,may,[]
16-May-19,"Huawei poses security threat to UK, says former MI6 chief",may,may,[]
16-May-19,What's the dynamic demographic running America's small businesses? Older people,may,may,[]
16-May-19,Trump pardons fraudster Conrad Black after glowing biography,may,may,[]
16-May-19,Brexit chaos hits Thomas Cook as losses mount to £1.5bn,may,may,[]
16-May-19,Book of the day  Bitcoin Billionaires by Ben Mezrich review – the tale of the Winklevoss twins,may,may,[]
16-May-19,UK energy companies fail to promote women to executive roles,may,may,[]
16-May-19,NHS blood deliveries could be hit by courier strike,may,may,[]
16-May-19,Electric 'flying taxi' prototype unveiled by German start-up,may,may,[]
16-May-19,What does cancelling Jeremy Kyle mean for ITV's reality shows?,may,may,[]
16-May-19,Labour to end energy consumer 'rip-off' and renationalise network,may,may,[]
16-May-19,"Nils Pratley on finance  


  Nationalisation plans will bring more than howls of outrage",may,may,[]
16-May-19,Business live  Germany returns to growth; relief as Trump ‘delays car tariffs’ - as it happened,may,may,[]
16-May-19,We froze the salaries of 20 executives – and it improved the lives of 500 employees,may,may,[]
16-May-19,"Morrisons boss hands back £600,000 in bonuses",may,may,[]
16-May-19,British Steel's owners charging firm £20m a year in fees and interest,may,may,[]
16-May-19,Inequality is the scourge of modern Britain. Is it finally about to be addressed?,may,may,[]
16-May-19,Tax authorities mount raids on 19 German banks and homes,may,may,[]
16-May-19,Why the House of Commons should stay in London and reject radical redesign,may,may,[]
16-May-19,Jeremy Kyle Show was part of a wider shame agenda aimed at the working class,may,may,[]
16-May-19,"Pilots confronted Boeing with 737 Max fears after first fatal crash, audio reveals",may,may,[]
16-May-19,John Lewis axes link to final salary in staff pension scheme,may,may,[]
15-May-19,Jaguar Land Rover CEO denies holding talks over sale to Peugeot,may,may,[]
15-May-19,Walmart 'seriously considering' Asda stock market flotation,may,may,[]
15-May-19,Ofcom forces telecoms firms to tell customers about better deals,may,may,[]
15-May-19,Cineworld revenues fall as industry targets boost from Avengers and Star Wars,may,may,[]
15-May-19,ITV axes Jeremy Kyle Show after death of participant,may,may,[]
15-May-19,NHS to fund drug that prolongs lives of children with muscle-wasting disease,may,may,[]
15-May-19,William Hill ad banned for inviting Tinder users out of 'friend zone',may,may,[]
15-May-19,Payday lenders face sharp criticism as complaints rise 130%,may,may,[]
